,股票代码,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,市值,股息率,日期
210,2322,理工能科,7.93,-0.38,67.17,42.91,1.03,-,2.9,10.57,软件开发,304905.7634,7.9335,2022-05-17
211,2328,新朋股份,5.71,3.44,9.98,11.03,1.48,0.04,0.86,28.72,汽车零部件,440680.67,2.2715,2022-05-17
212,2344,海宁皮城,4.26,-2.07,14.61,16.66,0.67,0.18,3.63,17.49,商业百货,546394.825,0.446,2022-05-17
213,2345,潮宏基,4.15,-1.19,10.82,10.51,1.02,0.07,0.77,9.17,珠宝首饰,368732.7734,4.8193,2022-05-17
214,2347,泰尔股份,3.88,-0.26,142.09,107.65,1.46,-,1.79,40.67,通用设备,195824.4831,2.2828,2022-05-17
215,2357,富临运业,5.3,-0.19,24.01,24.02,1.23,-,2.33,15.55,铁路公路,166149.1891,0.0,2022-05-17
216,2361,神剑股份,3.73,-1.32,58.79,43.29,1.5,126.46,1.37,-60.98,塑料制品,365007.3359,2.2192,2022-05-17
217,2363,隆基机械,5.53,3.17,74.99,72.82,1.05,-,1.12,7.71,汽车零部件,230103.4665,3.6166,2022-05-17
218,2373,千方科技,8.44,-0.35,40.69,18.43,1.09,-,1.36,22.26,互联网服务,1334258.3017,0.8255,2022-05-17
219,2376,新北洋,6.49,0.46,50.14,29.16,1.28,-,1.68,-16.39,计算机设备,425219.7917,3.914,2022-05-17
220,2380,科远智慧,9.35,-0.95,68.69,60.28,1.03,-,1.88,-6.31,互联网服务,224392.1918,3.1417,2022-05-17
221,2381,双箭股份,6.0,-0.66,20.0,16.59,1.27,-,1.22,15.03,橡胶制品,246943.3584,8.3333,2022-05-17
222,2386,天原股份,9.79,0.1,11.05,11.92,1.31,0.02,0.42,6.26,化学原料,764459.0196,0.0,2022-05-17
223,2390,信邦制药,4.61,-3.76,34.09,34.25,1.4,0.57,1.42,17.62,中药,934552.3897,0.0,2022-05-17
224,2391,长青股份,6.99,-1.41,16.8,18.39,1.0,0.53,1.16,10.39,农药兽药,457079.2805,2.8612,2022-05-17
225,2392,北京利尔,3.44,-0.86,11.49,10.3,0.87,-,0.84,229.3,装修建材,409528.8486,0.0,2022-05-17
226,2393,力生制药,20.5,-1.49,29.22,30.63,0.84,0.00,3.49,18.01,化学制药,374032.7336,0.4878,2022-05-17
227,2394,联发股份,7.03,-1.95,13.01,12.71,0.61,-,0.56,39.24,纺织服装,231202.0776,4.3178,2022-05-17
228,2398,垒知集团,6.45,-2.42,18.2,17.09,1.34,-,0.95,10.82,装修建材,464548.6119,1.2408,2022-05-17
229,2406,远东传动,4.63,0.87,16.25,12.3,0.87,-,1.73,8.99,汽车零部件,288985.3059,5.3995,2022-05-17
230,2423,中粮资本,6.49,0.31,18.06,10.9,0.83,0.49,0.78,1.61,多元金融,1495364.5182,0.6934,2022-05-17
231,2429,兆驰股份,3.38,-0.29,72.1,45.95,1.18,-,0.73,5.2,家电行业,1530105.9252,0.0,2022-05-17
232,2440,闰土股份,8.21,-3.18,10.85,11.3,0.98,1.94,1.65,8.17,化学制品,944560.5,4.1778,2022-05-17
233,2441,众业达,8.44,0.12,10.43,11.06,1.02,0.13,0.36,-45.54,电网设备,459594.806,2.9621,2022-05-17
234,2443,金洲管道,8.3,-3.38,12.15,11.21,1.39,-,0.6,42.3,钢铁行业,432044.4816,4.2169,2022-05-17
235,2448,中原内配,6.26,2.12,19.93,17.88,1.29,0.48,1.6,17.83,汽车零部件,377568.2097,1.5584,2022-05-17
236,2449,国星光电,6.85,0.74,22.68,20.91,1.12,0.22,1.14,8.2,光学光电子,423656.8608,0.8759,2022-05-17
237,2454,松芝股份,5.59,1.27,34.07,31.21,0.95,-,0.86,8.92,汽车零部件,351377.1144,1.4311,2022-05-17
238,2457,青龙管业,8.87,-2.42,21.99,20.77,1.36,-,1.19,-34.05,装修建材,297137.904,2.0252,2022-05-17
239,2462,嘉事堂,13.02,-1.51,10.82,10.73,0.96,0.91,0.14,238.96,医药商业,379802.6702,2.5346,2022-05-17
240,2469,三维化学,5.02,-1.18,8.39,8.63,1.28,10.81,1.13,10.22,工程建设,325729.0403,2.988,2022-05-17
241,2478,常宝股份,4.12,-0.96,22.96,27.38,0.87,-,0.84,-8.43,钢铁行业,371852.9014,2.3944,2022-05-17
242,2479,富春环保,4.53,-0.66,16.8,11.8,1.0,1.68,0.82,8.41,环保行业,391845.0,3.3113,2022-05-17
243,2483,润邦股份,5.3,-0.75,16.35,14.29,1.16,0.48,1.29,7.78,专用设备,499413.0296,0.9434,2022-05-17
244,2488,金固股份,5.61,1.26,123.01,83.21,1.4,-,1.96,-18.13,汽车零部件,562074.2146,0.0,2022-05-17
245,2494,华斯股份,3.89,-1.77,85.0,86.09,0.96,-,3.74,654.76,纺织服装,149983.1582,0.0,2022-05-17
246,2500,山西证券,5.03,-0.2,24.61,22.47,1.04,2.84,4.58,7.64,证券,1805655.0881,2.1869,2022-05-17
247,2519,银河电子,3.78,-0.26,594.77,296.65,1.45,5.95,3.44,-95.0,家电行业,425790.8794,0.0,2022-05-17
248,2520,日发精机,5.45,1.11,194.66,92.2,1.32,-,2.09,6.01,通用设备,470280.1338,0.8974,2022-05-17
249,2521,齐峰新材,4.98,-1.19,25.73,14.91,0.68,9.98,0.67,42.32,造纸印刷,246353.5379,2.008,2022-05-17
250,2523,天桥起重,2.43,-1.62,57.1,57.22,1.48,16.67,1.92,31.56,专用设备,344243.7144,0.823,2022-05-17
251,2526,山东矿机,2.07,-0.96,53.25,60.45,1.33,-,1.54,-550.37,专用设备,369038.3241,0.0,2022-05-17
252,2527,新时达,5.59,0.72,35.55,24.57,1.21,0.45,0.88,-19.26,专用设备,368913.1071,0.6753,2022-05-17
253,2532,天山铝业,6.8,-0.15,7.68,8.25,1.41,0.08,1.01,6.85,有色金属,3163282.0822,5.8824,2022-05-17
254,2533,金杯电工,6.19,-0.16,13.09,13.71,1.27,0.41,0.34,9.07,电网设备,454376.5458,4.0392,2022-05-17
255,2536,飞龙股份,5.35,0.0,34.95,18.87,1.18,3.71,0.89,12.28,汽车零部件,267880.8205,1.8692,2022-05-17
256,2538,司尔特,8.26,0.24,13.55,15.44,1.36,0.26,1.51,15.76,化肥行业,705037.0602,2.5465,2022-05-17
257,2540,亚太科技,4.71,0.64,13.26,13.06,1.17,0.40,0.96,-25.25,有色金属,598419.3945,1.2431,2022-05-17
258,2543,万和电气,6.79,-0.15,13.92,14.09,1.21,-,0.66,23.83,家电行业,504904.4,4.8601,2022-05-17
259,2546,新联电子,3.4,-0.87,14.82,12.7,0.9,0.55,5.78,66.61,电网设备,283576.6926,3.5294,2022-05-17
260,2551,尚荣医疗,4.52,-5.04,214.34,64.4,1.22,-,2.21,20.73,医疗器械,381807.9898,0.0,2022-05-17
261,2560,通达股份,5.35,-3.78,162.72,115.86,1.19,-,0.95,-17.35,电网设备,282840.4135,0.0,2022-05-17
262,2563,森马服饰,5.54,-1.77,11.11,10.04,1.26,0.14,0.97,11.27,纺织服装,1492525.9486,9.0311,2022-05-17
263,2566,益盛药业,8.02,-3.14,27.8,27.64,1.26,1.32,3.04,11.81,中药,265423.1832,0.3741,2022-05-17
264,2573,清新环境,5.61,0.54,13.81,13.86,1.27,0.04,1.01,-148.85,环保行业,787487.5253,1.7825,2022-05-17
265,2574,明牌珠宝,4.53,-1.74,16.38,17.46,0.77,-,0.65,5.54,珠宝首饰,239184.0,0.0,2022-05-17
266,2576,通达动力,9.75,0.72,19.21,15.69,1.5,1.51,0.79,98.67,电机,160972.5,1.0256,2022-05-17
267,2579,中京电子,6.11,-0.49,33.27,25.05,1.31,-,1.22,14.06,电子元件,370806.204,0.8124,2022-05-17
268,2582,好想你,7.0,-1.82,93.55,51.9,0.72,1.02,2.41,-63.65,食品饮料,319884.5846,14.683,2022-05-17
269,2589,瑞康医药,3.71,-3.64,60.51,42.56,0.75,-,0.29,12.42,医药商业,558247.5847,0.4754,2022-05-17
270,2593,日上集团,3.83,10.06,32.67,29.24,1.31,0.91,0.82,108.2,汽车零部件,309486.2251,1.1259,2022-05-17
271,2602,世纪华通,4.51,-1.1,17.23,14.45,1.08,-,2.5,34.76,游戏,3361103.1926,0.0,2022-05-17
272,2611,东方精工,3.97,0.25,12.02,11.31,1.46,0.62,1.5,15.8,专用设备,528779.4523,0.0,2022-05-17
273,2614,奥佳华,8.13,-1.45,13.43,11.19,1.07,2.86,0.69,91.7,家电行业,512755.2943,3.6158,2022-05-17
274,2623,亚玛顿,22.43,10.0,235.46,82.69,1.36,-,2.07,-15.16,光伏设备,446497.1875,0.0,2022-05-17
275,2627,三峡旅游,4.88,-2.4,33.86,34.2,1.15,0.29,1.74,8.1,铁路公路,360216.2811,0.7881,2022-05-17
276,2628,成都路桥,4.06,-3.1,71.59,38.98,1.03,-,2.08,385.33,工程建设,308043.6553,0.0,2022-05-17
277,2641,公元股份,4.34,-2.69,10.04,9.29,1.05,-,0.6,16.8,装修建材,536056.7778,2.8807,2022-05-17
278,2661,克明食品,11.53,-1.2,91.14,57.59,1.49,-,0.9,15.73,食品饮料,388572.6257,2.5639,2022-05-17
279,2662,京威股份,3.25,-0.31,39.26,47.74,1.45,-,1.34,10.08,汽车零部件,487500.0,0.0,2022-05-17
280,2666,德联集团,4.48,-0.44,14.63,13.58,1.0,2.39,0.68,16.65,化学制品,337939.5121,2.3884,2022-05-17
281,2672,东江环保,5.99,-0.17,39.25,32.77,1.14,-,1.25,16.04,环保行业,526680.9941,1.8364,2022-05-17
282,2673,西部证券,6.09,0.16,24.05,19.3,1.0,0.77,4.19,-2.35,证券,2721975.2583,1.2479,2022-05-17
283,2674,兴业科技,8.37,-1.76,14.79,13.47,1.06,0.35,1.43,26.02,纺织服装,244289.2841,0.0,2022-05-17
284,2688,金河生物,4.63,4.04,64.8,38.44,1.46,-,1.69,16.8,农牧饲渔,361335.5703,1.7582,2022-05-17
285,2696,百洋股份,5.61,-2.26,41.59,73.05,1.43,1.07,0.64,72.54,农牧饲渔,196006.0565,0.0,2022-05-17
286,2712,思美传媒,3.85,-1.79,67.19,37.71,1.14,-,0.53,28.99,文化传媒,223762.9579,0.0,2022-05-17
287,2722,金轮股份,12.98,-1.52,18.07,17.76,1.14,0.07,0.72,16.69,纺织服装,227778.4254,0.7704,2022-05-17
288,2734,利民股份,10.0,-0.89,15.32,12.14,1.41,-,0.79,11.84,农药兽药,372562.549,2.4997,2022-05-17
289,2736,国信证券,9.1,-0.11,9.51,8.65,1.13,0.16,3.88,-5.22,证券,8747310.7331,2.5275,2022-05-17
290,2743,富煌钢构,5.8,-0.68,15.06,15.2,0.82,0.59,0.43,-9.09,水泥建材,252455.7172,1.069,2022-05-17
291,2745,木林森,8.89,1.25,12.63,11.38,0.98,0.02,0.73,4.43,光学光电子,1319423.9287,1.4173,2022-05-17
292,2752,昇兴股份,4.23,0.0,23.65,24.24,1.5,0.02,0.75,69.99,包装材料,413236.512,0.2364,2022-05-17
293,2753,永东股份,7.09,0.14,13.5,8.39,1.24,0.15,0.71,-131.8,橡胶制品,266187.4364,1.1989,2022-05-17
294,2772,众兴菌业,6.67,-1.77,105.72,49.44,0.85,-,1.65,-7.11,农牧饲渔,271756.0668,1.2804,2022-05-17
295,2787,华源控股,5.22,-2.06,108.45,93.82,1.1,-,0.69,8.37,包装材料,164940.2263,0.9578,2022-05-17
296,2788,鹭燕医药,7.97,-1.97,9.89,10.12,1.21,0.64,0.17,-11.51,医药商业,309647.8386,2.5094,2022-05-17
297,2790,瑞尔特,6.19,0.49,17.8,18.57,1.43,0.89,1.33,18.73,装修建材,258749.1185,2.4251,2022-05-17
298,2807,江阴银行,4.13,-0.24,6.79,7.04,0.7,0.30,2.53,67.02,银行,897041.1195,4.3583,2022-05-17
299,2809,红墙股份,9.26,0.11,20.21,17.13,1.33,-,1.34,10.51,化学制品,193101.8006,0.0,2022-05-17
300,2818,富森美,11.73,-1.68,9.0,9.56,1.4,0.51,5.55,10.51,商业百货,877942.3366,5.1375,2022-05-17
301,2822,中装建设,5.12,-2.66,52.59,34.35,1.07,-,0.6,-6.65,装修装饰,365377.3829,0.9873,2022-05-17
302,2839,张家港行,4.96,-0.2,7.67,8.25,0.87,0.23,2.27,-15.74,银行,1076108.6157,2.6881,2022-05-17
303,2845,同兴达,16.6,-0.36,11.49,10.74,1.37,0.33,0.32,5.25,光学光电子,388961.7446,0.7207,2022-05-17
304,2863,今飞凯达,5.11,0.79,18.72,18.85,1.31,0.09,0.64,10.21,汽车零部件,254896.532,0.2544,2022-05-17
305,2866,传艺科技,9.71,-1.02,17.87,16.98,1.42,0.73,1.44,9.7,消费电子,279231.5682,1.0245,2022-05-17
306,2879,长缆科技,13.04,-0.53,19.54,17.94,1.44,-,2.32,41.54,电网设备,251812.3626,1.6413,2022-05-17
307,2887,绿茵生态,9.23,10.01,20.35,17.34,1.37,-,5.67,41.92,环保行业,287976.0,5.3123,2022-05-17
308,2899,英派斯,11.38,-0.52,117.55,78.34,1.24,-,1.64,28.01,家用轻工,136560.0,0.3427,2022-05-17
309,2910,庄园牧场,10.48,-2.51,55.24,45.49,1.47,0.09,2.36,15.96,食品饮料,243535.3215,0.1919,2022-05-17
310,2926,华西证券,6.96,0.29,16.01,11.19,0.83,-,3.97,7.35,证券,1827000.0,1.5948,2022-05-17
311,2936,郑州银行,2.63,-0.75,6.65,6.74,0.53,3.57,1.45,-0.37,银行,2173836.3885,0.0,2022-05-17
312,2939,长城证券,7.88,-0.13,17.68,13.85,1.25,0.97,3.51,-30.25,证券,2445483.4166,1.269,2022-05-17
313,2948,青岛银行,3.57,-0.28,6.78,7.11,0.7,0.29,1.89,1.43,银行,2077866.6365,3.9249,2022-05-17
314,2955,鸿合科技,18.39,-0.27,21.24,25.58,1.36,0.19,0.73,48.5,光学光电子,432138.6839,0.0,2022-05-17
315,2958,青农商行,3.22,-0.92,5.78,5.84,0.61,1.70,1.77,2.54,银行,1788904.5875,4.6584,2022-05-17
316,2966,苏州银行,6.16,0.49,6.87,7.27,0.68,0.31,2.06,-2.65,银行,2258702.1201,3.5419,2022-05-17
317,2988,豪美新材,11.89,-0.5,18.71,19.89,1.22,1.07,0.47,-5.3,有色金属,276763.53,1.0934,2022-05-17
318,2998,优彩资源,6.77,0.15,24.12,21.92,1.47,-,1.28,-41.47,化纤行业,220971.7168,1.4771,2022-05-17
319,3003,天元股份,8.91,-0.56,125.09,60.71,1.29,-,1.17,52.46,包装材料,157457.52,1.6835,2022-05-17
320,3012,东鹏控股,8.22,-1.32,397.79,63.71,1.37,-,1.25,19.36,装修建材,978722.52,3.5955,2022-05-17
321,3016,欣贺股份,8.23,-1.44,13.97,12.39,1.16,0.24,1.73,8.31,纺织服装,355790.2971,4.8531,2022-05-17
322,3023,彩虹集团,21.94,-0.05,18.01,16.04,1.3,-,1.62,80.35,家电行业,177784.208,1.8232,2022-05-17
323,3027,同兴环保,17.01,-1.51,13.79,13.88,1.37,2.50,2.4,21.54,环保行业,225448.839,1.9222,2022-05-17
324,3816,中国广核,2.78,-0.36,13.75,14.42,1.35,8.00,1.74,4.47,电力行业,14038613.8858,2.8777,2022-05-17
325,600000,浦发银行,8.02,0.63,4.38,4.44,0.41,-,1.23,-0.59,银行,23540441.8325,5.985,2022-05-17
326,600006,东风汽车,5.19,4.43,47.77,27.92,1.28,-,0.68,4.3,汽车整车,1038000.0,1.6012,2022-05-17
327,600008,首创环保,2.95,-0.34,9.45,9.47,1.26,0.18,0.96,8.91,公用事业,2165474.2497,2.3729,2022-05-17
328,600012,皖通高速,7.27,-0.27,7.84,7.96,1.02,0.12,3.07,5.73,铁路公路,1205809.47,3.1637,2022-05-17
329,600015,华夏银行,5.31,0.19,3.43,3.47,0.34,0.32,0.85,0.63,银行,8170615.935,5.6685,2022-05-17
330,600016,民生银行,3.73,0.0,4.9,4.75,0.33,22.03,1.01,0.69,银行,16330842.1012,5.7105,2022-05-17
331,600017,日照港,2.91,-2.02,11.39,12.14,0.67,0.62,1.32,3.74,航运港口,895015.2814,1.2027,2022-05-17
332,600018,上港集团,6.13,-1.76,8.29,9.72,1.36,0.10,3.66,10.87,航运港口,14269830.6868,2.0787,2022-05-17
333,600019,宝钢股份,6.22,0.16,6.3,5.86,0.71,0.08,0.38,2.53,钢铁行业,13850951.9841,10.3063,2022-05-17
334,600020,中原高速,3.02,-1.95,12.9,9.13,0.63,0.07,1.33,3.37,铁路公路,678706.2933,1.1589,2022-05-17
335,600022,山东钢铁,1.6,-0.62,14.58,14.26,0.78,0.51,0.16,3.1,钢铁行业,1751447.9386,2.4434,2022-05-17
336,600028,中国石化,4.35,0.46,6.96,7.4,0.66,0.06,0.18,2.72,石油行业,52665976.196,6.6667,2022-05-17
337,600030,中信证券,19.32,1.31,12.36,12.4,1.24,0.19,3.8,2.32,证券,28633296.4736,1.807,2022-05-17
338,600033,福建高速,2.8,-0.71,9.34,9.27,0.71,0.12,2.61,3.51,铁路公路,768432.0,3.5714,2022-05-17
339,600035,楚天高速,3.32,-1.19,7.24,7.22,0.74,0.05,1.67,3.23,铁路公路,534558.4791,2.1084,2022-05-17
340,600036,招商银行,38.6,4.64,7.86,8.12,1.27,0.32,2.88,4.43,银行,97348604.0199,3.2461,2022-05-17
341,600037,歌华有线,9.25,-5.32,40.85,61.64,1.0,0.66,5.09,15.37,文化传媒,1287394.5427,0.4324,2022-05-17
342,600048,保利发展,16.95,0.06,7.4,7.41,1.13,-,0.69,284.28,房地产开发,20289630.8579,4.3067,2022-05-17
343,600050,中国联通,3.51,0.57,16.37,17.25,0.72,1.17,0.33,1.03,通信服务,10876834.1958,3.2433,2022-05-17
344,600051,宁波联合,6.55,-2.38,9.41,8.16,0.65,-,0.57,-25.71,综合行业,203626.4,3.0534,2022-05-17
345,600057,厦门象屿,9.28,0.65,8.81,9.27,1.5,0.12,0.04,28.86,物流行业,2001896.0833,3.2283,2022-05-17
346,600060,海信视像,11.39,0.53,12.08,13.1,0.91,-,0.32,4.57,家电行业,1490109.5319,2.3717,2022-05-17
347,600061,国投资本,6.1,-0.49,10.37,8.18,0.85,0.63,2.27,8.97,证券,3919434.6476,2.1139,2022-05-17
348,600064,南京高科,11.13,0.27,5.58,5.85,0.88,0.31,4.04,11.99,房地产开发,1375620.0163,4.4924,2022-05-17
349,600066,宇通客车,8.09,2.53,29.42,29.18,1.21,1.57,0.77,61.15,汽车整车,1791076.8314,6.3172,2022-05-17
350,600075,新疆天业,6.02,-1.15,7.35,6.27,1.04,0.10,0.83,3.48,化学原料,1027827.2645,1.3813,2022-05-17
351,600082,海泰发展,3.73,-5.81,188.37,239.38,1.39,-,2.88,29.32,房地产开发,241001.2031,0.2681,2022-05-17
352,600097,开创国际,9.43,-2.38,11.84,11.9,1.15,0.43,1.22,12.68,农牧饲渔,227203.1751,1.9088,2022-05-17
353,600098,广州发展,5.82,-1.36,78.22,101.78,0.88,-,0.55,11.15,电力行业,2062640.3156,2.1942,2022-05-17
354,600101,明星电力,8.28,-4.83,26.59,28.31,1.36,0.27,1.66,11.2,电力行业,348946.2508,0.6039,2022-05-17
355,600103,青山纸业,2.4,-0.83,28.52,29.08,1.49,0.24,1.87,11.7,造纸印刷,553396.2737,0.0,2022-05-17
356,600104,上汽集团,16.5,1.98,8.31,7.86,0.7,0.41,0.25,18.42,汽车整车,19277711.2523,3.7228,2022-05-17
357,600106,重庆路桥,3.85,-1.28,25.72,20.01,1.11,2.05,33.28,19.44,铁路公路,511674.6489,1.3506,2022-05-17
358,600109,国金证券,8.14,-0.49,15.43,13.08,1.24,0.50,4.65,-40.6,证券,3031628.4783,0.6983,2022-05-17
359,600113,浙江东日,7.43,-0.54,4.55,4.69,1.42,0.00,3.45,23.15,综合行业,305693.3519,0.3365,2022-05-17
360,600120,浙江东方,3.67,-0.81,17.3,16.2,0.8,-,0.58,11.27,多元金融,1062950.5854,0.8384,2022-05-17
361,600123,兰花科创,13.75,2.08,5.23,6.68,1.12,0.01,1.13,3.89,煤炭行业,1570800.0,0.7273,2022-05-17
362,600125,铁龙物流,4.85,-0.82,18.37,18.77,0.97,-,0.39,9.2,物流行业,633178.1089,2.0619,2022-05-17
363,600126,杭钢股份,4.77,-1.24,9.61,9.82,0.77,0.26,0.32,4.35,钢铁行业,1610919.1926,4.1929,2022-05-17
364,600128,弘业股份,7.5,0.81,59.21,55.72,0.89,10.05,0.33,-49.93,贸易行业,185075.625,1.0667,2022-05-17
365,600133,东湖高新,6.03,-1.15,8.99,9.0,0.81,-,0.38,10.81,工程建设,479725.5853,1.824,2022-05-17
366,600135,乐凯胶片,5.91,-0.34,70.48,60.18,1.25,1.59,1.49,47.05,塑料制品,327004.4955,0.3553,2022-05-17
367,600143,金发科技,8.84,0.23,17.26,13.69,1.48,-,0.56,11.4,塑料制品,2275082.1512,6.7873,2022-05-17
368,600153,建发股份,13.44,-3.52,6.08,6.31,0.91,0.14,0.05,4.89,贸易行业,3848295.2659,3.7205,2022-05-17
369,600155,华创阳安,7.67,0.39,15.54,13.78,0.82,0.25,3.66,3.08,证券,1334239.949,0.0,2022-05-17
370,600157,永泰能源,1.57,0.64,30.07,32.78,0.82,-,1.19,6.75,电力行业,3488188.9708,0.0,2022-05-17
371,600159,大龙地产,3.19,-4.2,37.04,26.14,1.07,-,1.57,30.83,房地产开发,264771.031,1.5674,2022-05-17
372,600162,香江控股,2.19,-5.19,36.81,39.63,1.02,-,1.28,9.77,房地产开发,743676.1319,1.3481,2022-05-17
373,600167,联美控股,6.93,-0.43,15.62,15.16,1.5,-,4.51,8.65,电力行业,1585666.7962,5.7202,2022-05-17
374,600168,武汉控股,6.46,5.04,13.68,11.49,0.88,0.11,2.24,-113.55,公用事业,458382.021,1.6718,2022-05-17
375,600170,上海建工,3.08,-2.53,7.95,7.28,0.91,0.69,0.1,4.57,工程建设,2742554.5002,4.698,2022-05-17
376,600173,卧龙地产,5.46,-1.44,9.38,8.02,1.08,-,1.59,22.56,房地产开发,382476.4092,2.7491,2022-05-17
377,600177,雅戈尔,7.29,-0.55,5.07,6.58,0.92,-,1.76,-56.47,纺织服装,3374470.2673,6.8589,2022-05-17
378,600178,东安动力,5.87,0.69,65.19,30.8,1.13,0.60,0.42,4.01,汽车零部件,279285.1493,0.4964,2022-05-17
379,600180,瑞茂通,9.17,-5.27,10.47,11.38,1.31,0.02,0.2,-7.32,物流行业,932109.8345,0.5051,2022-05-17
380,600185,格力地产,6.04,3.07,51.45,35.65,1.25,-,1.69,4.71,房地产开发,1142876.1226,0.0,2022-05-17
381,600190,锦州港,3.26,-2.98,54.25,51.73,0.99,-,2.28,4.78,航运港口,652747.029,0.6135,2022-05-17
382,600208,新湖中宝,2.9,0.35,11.24,11.15,0.62,-,1.48,1.92,房地产开发,2493809.6254,1.8939,2022-05-17
383,600210,紫江企业,4.96,1.64,13.66,13.6,1.33,-,0.78,7.98,包装材料,752301.1344,5.0403,2022-05-17
384,600216,浙江医药,13.0,-1.14,12.08,12.0,1.39,0.21,1.41,13.65,化学制药,1254666.4,1.7567,2022-05-17
385,600218,全柴动力,8.77,1.27,29.45,25.12,1.24,-,0.65,174.59,汽车零部件,382021.129,0.9653,2022-05-17
386,600219,南山铝业,3.33,0.6,11.07,11.67,0.92,0.15,1.25,8.11,有色金属,3979510.3462,1.6517,2022-05-17
387,600231,凌钢股份,2.34,-0.85,8.27,7.26,0.71,0.17,0.25,7.02,钢铁行业,667401.1309,2.5641,2022-05-17
388,600235,民丰特纸,5.35,0.56,32.08,32.23,1.33,1.60,1.22,13.36,造纸印刷,187945.5,0.2804,2022-05-17
389,600248,陕西建工,5.48,-3.52,5.76,5.81,1.22,0.34,0.12,-8.62,工程建设,2021507.4927,1.1505,2022-05-17
390,600261,阳光照明,3.36,-1.47,34.68,15.05,1.29,-,1.13,12.45,家电行业,475325.6357,8.9157,2022-05-17
391,600269,赣粤高速,3.45,-1.43,7.68,9.03,0.48,0.13,1.17,2.76,铁路公路,805715.4198,5.7971,2022-05-17
392,600271,航天信息,10.12,0.3,23.49,18.3,1.4,-,0.78,16.5,互联网服务,1875119.2537,1.66,2022-05-17
393,600277,亿利洁能,4.72,1.51,20.94,20.96,1.02,0.40,1.33,10.07,化学原料,1680613.6756,0.9289,2022-05-17
394,600278,东方创业,7.74,-2.03,16.83,17.96,0.98,0.44,0.16,-25.39,贸易行业,683850.2293,1.1811,2022-05-17
395,600279,重庆港,4.03,-2.66,68.7,71.05,0.86,-,0.87,11.45,航运港口,478307.112,0.6203,2022-05-17
396,600282,南钢股份,3.17,-0.63,5.1,4.77,0.72,0.12,0.26,4.42,钢铁行业,1953447.2015,7.8486,2022-05-17
397,600284,浦东建设,7.37,-4.41,12.52,13.37,1.03,0.60,0.58,34.11,工程建设,715078.672,2.171,2022-05-17
398,600292,远达环保,5.59,-0.71,70.79,82.7,0.85,0.66,1.0,9.37,环保行业,436476.6415,0.1968,2022-05-17
399,600297,广汇汽车,2.29,0.88,11.44,11.55,0.45,2.13,0.12,8.35,汽车服务,1857433.2447,0.0,2022-05-17
400,600307,酒钢宏兴,1.85,0.0,11.33,7.79,0.84,0.11,0.24,2.6,钢铁行业,1158721.1234,0.0,2022-05-17
401,600308,华泰股份,5.58,-0.36,9.69,8.06,0.68,0.72,0.44,4.34,造纸印刷,651499.2718,3.2079,2022-05-17
402,600310,桂东电力,3.73,-1.32,19.51,57.86,1.5,-,0.29,8.7,电力行业,455591.7495,1.7062,2022-05-17
403,600312,平高电气,6.63,0.45,60.66,127.11,0.98,-,0.91,7.03,电网设备,899638.8279,0.4223,2022-05-17
404,600320,振华重工,3.18,-0.31,39.17,38.09,1.16,7.92,0.63,13.88,专用设备,1675336.4133,0.0,2022-05-17
405,600325,华发股份,7.91,-4.24,5.0,5.24,0.95,0.50,0.32,0.46,房地产开发,1674674.4428,5.6891,2022-05-17
406,600326,西藏天路,5.62,-0.71,197.67,128.99,1.21,-,0.88,17.15,水泥建材,516229.5347,1.4235,2022-05-17
407,600327,大东方,5.03,-1.18,7.54,6.95,1.22,0.07,0.79,10.22,汽车服务,445044.0976,9.9404,2022-05-17
408,600333,长春燃气,4.66,-0.21,84.69,115.88,1.35,1.35,1.5,14.56,燃气,283808.2987,1.073,2022-05-17
409,600335,国机汽车,7.0,-1.96,41.96,39.82,0.96,-,0.25,11.25,汽车服务,1019812.7457,1.7143,2022-05-17
410,600337,美克家居,2.94,-1.01,87.69,20.91,1.11,-,0.94,11.86,装修建材,478728.2027,0.0,2022-05-17
411,600339,中油工程,2.87,0.7,33.2,34.88,0.64,-,0.19,-14.91,采掘行业,1602363.3242,1.6028,2022-05-17
412,600345,长江通信,14.07,-0.28,25.78,30.46,1.3,2.80,22.83,2133.93,通信设备,278586.0,0.3554,2022-05-17
413,600348,华阳股份,10.62,1.72,5.84,7.23,1.22,0.03,0.7,3.38,煤炭行业,2554110.0,2.354,2022-05-17
414,600350,山东高速,5.56,-0.54,8.66,8.76,0.9,0.16,1.63,2.89,铁路公路,2675008.2165,6.8345,2022-05-17
415,600352,浙江龙盛,10.4,-0.57,12.19,10.03,1.1,-,1.99,7.43,化学制品,3383465.1344,2.4038,2022-05-17
416,600356,恒丰纸业,6.74,-0.44,23.4,19.86,0.87,-,0.97,23.93,造纸印刷,201344.9488,1.9733,2022-05-17
417,600362,江西铜业,17.41,0.93,9.65,10.7,0.75,0.06,0.13,6.79,有色金属,6028611.8941,0.5744,2022-05-17
418,600368,五洲交通,3.94,-1.25,6.4,6.32,0.8,0.25,2.68,2.81,铁路公路,443499.0348,3.8325,2022-05-17
419,600369,西南证券,3.6,0.0,36.06,23.04,0.95,-,10.03,22.42,证券,2392239.2846,2.7778,2022-05-17
